"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Disoccupati"
"CITTADINANZA","CL_CITTADINANZA","Disoccupati"
"CONDIZIONE_PROF","CL_CONDIZIONE_PROF","Disoccupati"
"DURATA_DISOCCUPAZ","CL_DURATA","Disoccupati"
"CLASSE_ETA","CL_ETA1","Disoccupati"
"ITTER107","CL_ITTER107","Disoccupati"
"SESSO","CL_SEXISTAT1","Disoccupati"
"TIPO_DATO","CL_TIPO_DATO_FOL","Disoccupati"
"TITOLO_STUDIO","CL_TITOLO_STUDIO","Disoccupati"
