"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Foi - medie annue sino al 2010 (base 1995)"
"COICOP","CL_COICOP_NIC","Foi - medie annue sino al 2010 (base 1995)"
"ITTER107","CL_ITTER107","Foi - medie annue sino al 2010 (base 1995)"
"MISURA1","CL_MISURA1","Foi - medie annue sino al 2010 (base 1995)"
"IND_TYPE","CL_TIPO_DATO2","Foi - medie annue sino al 2010 (base 1995)"
