"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Scuole"
"CITTADINANZA","CL_CITTADINANZA","Scuole"
"ITTER107","CL_ITTER107","Scuole"
"GEST_SCUOLA","CL_NATGIUR1","Scuole"
"ANNO_CORSO","CL_N_ORDINALI","Scuole"
"ORDINESCOL","CL_ORDINESCOL2","Scuole"
"SESSO","CL_SEXISTAT1","Scuole"
"TIPO_DATO","CL_TIPO_DATO_ISTR","Scuole"
"TIPO_SCUOLASUP","CL_TIPO_SCUOLA2","Scuole"
