"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Foi - medie annue dal 2011 al 2015 (base 2010)"
"COICOP_REV_ISTAT","CL_COICOP","Foi - medie annue dal 2011 al 2015 (base 2010)"
"ITTER107","CL_ITTER107","Foi - medie annue dal 2011 al 2015 (base 2010)"
"MISURA1","CL_MISURA1","Foi - medie annue dal 2011 al 2015 (base 2010)"
"IND_TYPE","CL_TIPO_DATO2","Foi - medie annue dal 2011 al 2015 (base 2010)"
