"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Segnalazioni relative a persone denunciate e arrestate o fermate dalle forze di polizia"
"REF_AREA","CL_REFAREA","Segnalazioni relative a persone denunciate e arrestate o fermate dalle forze di polizia"
"IND_TYPE","CL_INDICATORI_GIUSTSIC","Segnalazioni relative a persone denunciate e arrestate o fermate dalle forze di polizia"
"TIPO_DELITTO","CL_REATI_PS","Segnalazioni relative a persone denunciate e arrestate o fermate dalle forze di polizia"
