"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Acquisizioni di cittadinanza"
"CLASSE_ETA","CL_ETA1","Acquisizioni di cittadinanza"
"PRINC_PAESI_CITTAD","CL_ISO","Acquisizioni di cittadinanza"
"ITTER107","CL_ITTER107","Acquisizioni di cittadinanza"
"MODACQ","CL_MODACQ","Acquisizioni di cittadinanza"
"SESSO","CL_SEXISTAT1","Acquisizioni di cittadinanza"
"TIPO_DATO","CL_TIPO_DATO15","Acquisizioni di cittadinanza"
