"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Scuola secondaria di secondo grado"
"TERRITORIO","CL_REFAREA","Scuola secondaria di secondo grado"
"IND_TYPE","CL_INDICATORI_ISTFORM","Scuola secondaria di secondo grado"
"MEASURE","CL_MEASURE","Scuola secondaria di secondo grado"
"ORDINESCOL","CL_ORDINESCOL","Scuola secondaria di secondo grado"
"TIPO_SCUOLASUP","CL_TIPO_SCUOLA","Scuola secondaria di secondo grado"
"GEST_SCUOLA","CL_NATGIUR","Scuola secondaria di secondo grado"
