"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Protesti"
"DISTR_CORTEAPP","CL_GIUST_CORTE","Protesti"
"TERR_ISCRIZ","CL_ITTER107","Protesti"
"TERR_LEVATA","CL_ITTER107","Protesti"
"TAGLIO_CREDITO","CL_TAGLIO_CREDITO","Protesti"
"TIP_INDI1","CL_TIPO_DATO11","Protesti"
"TITOLO_CREDITO","CL_TITOLO_CREDITO","Protesti"
