"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Unità locali e addetti"
"ADDETTI","CL_CLLVT","Unità locali e addetti"
"ITTER107","CL_ITTER107","Unità locali e addetti"
"TIPO_DATO","CL_TIPO_DATO_CIS","Unità locali e addetti"
"ATECO_2007","CL_ATECO_2007","Unità locali e addetti"
