"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Servizi socio-educativi per la prima infanzia"
"ITTER107","CL_ITTER107","Servizi socio-educativi per la prima infanzia"
"SETTITOLARE","CL_SETTORE","Servizi socio-educativi per la prima infanzia"
"TIPO_GEST","CL_TIPENTEGEST1","Servizi socio-educativi per la prima infanzia"
"TIPO_DATO","CL_TIPO_DATO_SERV_SOC","Servizi socio-educativi per la prima infanzia"
"TIPSERVSOC","CL_TIPSERVSOC","Servizi socio-educativi per la prima infanzia"
