"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Matrimoni - Indicatori"
"ITTER107","CL_ITTER107","Matrimoni - Indicatori"
"STATO_CIV_SPOSA","CL_STATCIV2","Matrimoni - Indicatori"
"STATO_CIV_SPOSO","CL_STATCIV2","Matrimoni - Indicatori"
"TIPO_DATO","CL_TIPO_DATO15","Matrimoni - Indicatori"
