"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Stranieri residenti al 1° gennaio"
"ETA","CL_ETA1","Stranieri residenti al 1° gennaio"
"ITTER107","CL_ITTER107","Stranieri residenti al 1° gennaio"
"SESSO","CL_SEXISTAT1","Stranieri residenti al 1° gennaio"
"TIPO_INDDEM","CL_TIPO_DATO15","Stranieri residenti al 1° gennaio"
