"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Agriturismo - comuni"
"ITTER107","CL_ITTER107","Agriturismo - comuni"
"TIPO_AUTORIZ_AGRITUR","CL_SERVIZIO_PRF","Agriturismo - comuni"
"TIP_VAR","CL_TIPO_DATO5","Agriturismo - comuni"
