"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Scuola secondaria di primo grado"
"TERRITORIO","CL_REFAREA","Scuola secondaria di primo grado"
"IND_TYPE","CL_INDICATORI_ISTFORM","Scuola secondaria di primo grado"
"MEASURE","CL_MEASURE","Scuola secondaria di primo grado"
"ORDINESCOL","CL_ORDINESCOL","Scuola secondaria di primo grado"
"GEST_SCUOLA","CL_NATGIUR","Scuola secondaria di primo grado"
