"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Servizi per gli alunni con disabilità"
"AMBIENTE_SCOL","CL_BARRARCH","Servizi per gli alunni con disabilità"
"ITTER107","CL_ITTER107","Servizi per gli alunni con disabilità"
"TIPO_GEST","CL_NATGIUR","Servizi per gli alunni con disabilità"
"ORDINESCOL","CL_ORDINESCOL","Servizi per gli alunni con disabilità"
"PRESENZA","CL_PRESENZA","Servizi per gli alunni con disabilità"
"TIPO_DATO","CL_TIPO_DATO14","Servizi per gli alunni con disabilità"
