"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Coltivazioni"
"TIPCOLTIV","CL_AGRI_MADRE","Coltivazioni"
"DESTINAZIONEUVA","CL_DESTINAZIONEUVA","Coltivazioni"
"ITTER107","CL_ITTER107","Coltivazioni"
"TIPO_DATO","CL_TIPO_DATO5","Coltivazioni"
