"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Pensionati"
"CLASSE_ETA","CL_ETA1","Pensionati"
"IMPORTO","CL_IMPORTOEURO","Pensionati"
"ITTER107","CL_ITTER107","Pensionati"
"SESSO","CL_SEXISTAT1","Pensionati"
"TIPO_DATO","CL_TIPO_DATO38","Pensionati"
"TIPO_PENSIONE","CL_TIPO_PENSIONE1","Pensionati"
