"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Iscritti all'università - comune dell'ateneo"
"GRUP_CORSILAUREA","CL_AREADIDATTICA","Iscritti all'università - comune dell'ateneo"
"CITTADINANZA","CL_CITTADINANZA","Iscritti all'università - comune dell'ateneo"
"ITTER107","CL_ITTER107","Iscritti all'università - comune dell'ateneo"
"SESSO","CL_SEXISTAT1","Iscritti all'università - comune dell'ateneo"
"TIPO_DATO","CL_TIPO_DATO6","Iscritti all'università - comune dell'ateneo"
