"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Interruzioni volontarie della gravidanza - Migrazione"
"TERR_EVENTO","CL_ITTER107","Interruzioni volontarie della gravidanza - Migrazione"
"TERR_RES","CL_ITTER107","Interruzioni volontarie della gravidanza - Migrazione"
"MIGRAZIONE","CL_PROV_DEST_Z","Interruzioni volontarie della gravidanza - Migrazione"
"TIPO_DATO","CL_TIPO_DATO14","Interruzioni volontarie della gravidanza - Migrazione"
