"conceptRef","codelist","titolo"
"FREQ","CL_FREQ","Agriturismo"
"ZONA_ALTIM","CL_ZONA_ALTIM","Agriturismo"
"DURATA_ATTIV_AGRITUR","CL_DURATA","Agriturismo"
"ITTER107","CL_ITTER107","Agriturismo"
"SERVIZI_AGRITUR","CL_SERVIZIO_PRF","Agriturismo"
"TIPO_AUTORIZ_AGRITUR","CL_SERVIZIO_PRF","Agriturismo"
"SESSO","CL_SEXISTAT1","Agriturismo"
"DINAMICA_AGRITUR","CL_STATO_AUTORIZ_CERT","Agriturismo"
"TIPO_DATO","CL_TIPO_DATO5","Agriturismo"
